//名称	编号	技能等级	升级需求真气值	升级需求钱	门派	技能类型	技能属性 7 自己冲锋 8 击退目标	技能子属性	技能基础攻击	攻击方式	冷却组	本身冷却时间	技能最大距离	技能最小距离	技能攻击半径	技能攻击宽度	攻击人数	消耗MP	消耗HP	击退距离	仇恨值	是否是普通技能	伤害比率	眩晕状态下可否使用	子弹ID	吟唱时间	技能ICON	技能描述	技能效果	ICON位置	技能出处	技能对应技能书ID	消耗道具ID	每次消耗道具数量	技能激活需要人物等级
残食之海	47112	96	122217	77845	5	4	1	0	2	1	5000	5	1000	10	500	200	20	5	0	0	0	0	1060	0	0	0	46112	对周围500范围内所有的目标造成伤害	对周围500范围内所有的目标造成伤害	0	0	0	0	0	0
残食之海	47112	97	123477	78648	5	4	1	0	2	1	5000	5	1000	10	500	200	20	5	0	0	0	0	1070	0	0	0	46112	对周围500范围内所有的目标造成伤害	对周围500范围内所有的目标造成伤害	0	0	0	0	0	0
残食之海	47112	98	124737	79450	5	4	1	0	2	1	5000	5	1000	10	500	200	20	5	0	0	0	0	1080	0	0	0	46112	对周围500范围内所有的目标造成伤害	对周围500范围内所有的目标造成伤害	0	0	0	0	0	0
残食之海	47112	99	125997	80253	5	4	1	0	2	1	5000	5	1000	10	500	200	20	5	0	0	0	0	1090	0	0	0	46112	对周围500范围内所有的目标造成伤害	对周围500范围内所有的目标造成伤害	0	0	0	0	0	0
残食之海	47112	100	1	1	5	4	1	0	2	1	5000	5	1000	10	500	200	20	5	0	0	0	0	1100	0	0	0	46112	对周围500范围内所有的目标造成伤害	对周围500范围内所有的目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	1	2520	1605	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	150	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	174113	0	0	0
恶灵之爪	47113	2	3780	2408	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	160	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	3	5040	3210	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	170	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	4	6300	4013	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	180	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	5	7560	4815	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	190	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	6	8820	5618	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	200	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	7	10080	6420	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	210	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	8	11340	7223	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	220	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	9	12600	8025	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	230	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	10	13860	8828	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	240	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	11	15120	9630	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	250	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	12	16380	10433	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	260	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	13	17640	11235	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	270	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	14	18900	12038	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	280	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	15	20159	12840	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	290	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	16	21419	13643	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	300	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	17	22679	14445	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	310	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	18	23939	15248	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	320	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	19	25199	16051	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	330	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	20	26459	16853	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	340	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	21	27719	17656	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	350	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	22	28979	18458	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	360	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	23	30239	19261	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	370	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	24	31499	20063	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	380	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	25	32759	20866	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	390	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	26	34019	21668	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	400	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	27	35279	22471	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	410	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	28	36539	23273	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	420	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	29	37799	24076	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	430	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	30	39059	24878	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	440	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	31	40319	25681	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	450	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	32	41579	26483	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	460	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	33	42839	27286	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	470	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	34	44099	28088	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	480	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	35	45359	28891	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	490	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	36	46619	29694	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	500	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	37	47879	30496	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	510	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	38	49139	31299	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	520	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	39	50399	32101	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	530	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	40	51659	32904	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	540	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	41	52919	33706	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	550	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	42	54179	34509	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	560	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	43	55439	35311	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	570	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	44	56699	36114	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	580	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	45	57959	36916	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	590	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	46	59219	37719	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	600	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	47	60478	38521	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	610	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	48	61738	39324	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	620	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	49	62998	40126	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	630	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	50	64258	40929	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	640	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	51	65518	41731	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	650	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	52	66778	42534	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	660	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	53	68038	43336	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	670	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	54	69298	44139	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	680	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	55	70558	44942	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	690	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	56	71818	45744	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	700	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	57	73078	46547	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	710	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	58	74338	47349	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	720	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	59	75598	48152	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	730	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	60	76858	48954	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	740	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	61	78118	49757	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	750	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	62	79378	50559	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	760	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	63	80638	51362	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	770	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	64	81898	52164	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	780	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	65	83158	52967	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	790	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	66	84418	53769	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	800	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	67	85678	54572	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	810	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	68	86938	55374	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	820	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	69	88198	56177	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	830	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	70	89458	56979	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	840	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	71	90718	57782	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	850	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	72	91978	58585	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	860	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	73	93238	59387	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	870	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	74	94498	60190	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	880	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	75	95758	60992	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	890	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	76	97018	61795	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	900	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	77	98278	62597	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	910	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	78	99538	63400	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	920	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	79	100797	64202	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	930	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	80	102057	65005	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	940	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	81	103317	65807	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	950	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	82	104577	66610	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	960	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	83	105837	67412	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	970	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	84	107097	68215	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	980	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	85	108357	69017	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	990	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	86	109617	69820	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1000	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	87	110877	70622	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1010	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	88	112137	71425	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1020	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	89	113397	72227	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1030	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	90	114657	73030	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1040	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	91	115917	73833	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1050	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	92	117177	74635	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1060	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	93	118437	75438	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1070	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	94	119697	76240	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1080	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	95	120957	77043	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1090	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	96	122217	77845	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1100	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	97	123477	78648	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1110	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	98	124737	79450	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1120	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	99	125997	80253	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1130	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之爪	47113	100	1	1	5	4	1	0	2	3	5000	5	1000	10	400	200	1	5	0	0	0	0	1140	0	0	0	46113	对单个目标造成伤害	对单个目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	1	2520	1605	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	120	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	174114	0	0	0
恶灵之路	47114	2	3780	2408	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	130	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	3	5040	3210	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	140	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	4	6300	4013	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	150	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	5	7560	4815	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	160	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	6	8820	5618	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	170	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	7	10080	6420	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	180	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	8	11340	7223	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	190	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	9	12600	8025	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	200	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	10	13860	8828	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	210	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
恶灵之路	47114	11	15120	9630	5	4	1	0	2	3	5000	5	1000	10	1000	200	20	5	0	0	0	0	220	0	0	0	46114	对前方一条直线上的所有目标造成伤害	对前方一条直线上的所有目标造成伤害	0	0	0	0	0	0
